  1,   1,     0.000,     0.000,     0.000,     0.000
  2,   1,     0.000,     0.000,     0.000,     0.000
  3,   1,     0.000,     0.000,     0.000,     0.000
  4,   1,     0.000,     0.000,     0.000,     0.000
  5,   1,     0.000,     0.000,     0.000,     0.000
  6,   1,     0.000,     0.000,     0.000,     0.000
  7,   1,     0.000,     0.000,     0.000,     0.000
  8,   1,     0.000,     0.000,     0.000,     0.000
  9,   1,     0.000,     0.000,     0.000,     0.000
 10,   1,     0.000,     0.000,     0.000,     0.000
 11,   1,     0.000,     0.000,     0.000,     0.000
 12,   1,     0.000,     0.000,     0.000,     0.000
 13,   1,     0.000,     0.000,     0.000,     0.000
 14,   1,     0.000,     0.000,     0.000,     0.000
 15,   1,     0.000,     0.000,     0.000,     0.000
 16,   1,     0.000,     0.000,     0.000,     0.000
 17,   1,     0.000,     0.000,     0.000,     0.000
 18,   1,     0.000,     0.000,     0.000,     0.000
 19,   1,     0.000,     0.000,     0.000,     0.000
 20,   1,     0.000,     0.000,     0.000,     0.000
 21,   1,     0.000,     0.000,     0.000,     0.000
 22,   1,     0.000,     0.000,     0.000,     0.000
 23,   1,     0.000,     0.000,     0.000,     0.000
 24,   1,     0.000,     0.000,     0.000,     0.000
 25,   1,     0.000,     0.000,     0.000,     0.000
 26,   1,     0.000,     0.000,     0.000,     0.000
 27,   1,     0.000,     0.000,     0.000,     0.000
 28,   1,     0.000,     0.000,     0.000,     0.000
 29,   1,     0.000,     0.000,     0.000,     0.000
 30,   1,     0.000,     0.000,     0.000,     0.000
 31,   1,     0.000,     0.000,     0.000,     0.000
 32,   1,     0.000,     0.000,     0.000,     0.000
 33,   1,     0.000,     0.000,     0.000,     0.000
 34,   1,     0.000,     0.000,     0.000,     0.000
 35,   1,     0.000,     0.000,     0.000,     0.000
 36,   1,     0.000,     0.000,     0.000,     0.000
 37,   1,     0.000,     0.000,     0.000,     0.000
 38,   1,     0.000,     0.000,     0.000,     0.000
 39,   1,     0.000,     0.000,     0.000,     0.000
 40,   1,     0.000,     0.000,     0.000,     0.000
 41,   1,     0.000,     0.000,     0.000,     0.000
 42,   1,     0.000,     0.000,     0.000,     0.000
 43,   1,     0.000,     0.000,     0.000,     0.000
 44,   1,     0.000,     0.000,     0.000,     0.000
 45,   1,     0.000,     0.000,     0.000,     0.000
 46,   1,     0.000,     0.000,     0.000,     0.000
 47,   1,     0.000,     0.000,     0.000,     0.000
 48,   1,     0.000,     0.000,     0.000,     0.000
 49,   1,     0.000,     0.000,     0.000,     0.000
 50,   1,     0.000,     0.000,     0.000,     0.000
 51,   1,     0.000,     0.000,     0.000,     0.000
 52,   1,     0.000,     0.000,     0.000,     0.000
